practice-advanced.js	1049	'Practica avansata'	'Practică avansată'
practice-simple.js	54	`Exercitiu ${idx + 1}`	`Exercițiu ${idx + 1}`
practice-simple.js	106	Scrie raspunsul tau aici...	Scrie răspunsul tău aici...
practice-simple.js	108	`Raspunde la toate cele ${questionCount} intrebari, numerotat:	`Răspunde la toate cele ${questionCount} întrebări, numerotat:
practice-simple.js	115	>Raspunsul tau:<	>Răspunsul tău:<
practice-simple.js	126	Salveaza raspunsul	Salvează răspunsul
practice-simple.js	129	'Raspuns salvat!'	'Răspuns salvat!'
practice-simple.js	157	Salveaza raspunsul	Salvează răspunsul
practice-simple.js	158	'Modificari nesalvate'	'Modificări nesalvate'
practice-simple.js	181	'Raspuns salvat!'	'Răspuns salvat!'
practice-simple.js	297	exercitii completate	exerciții completate
practice-simple.js	370	Salveaza raspunsul	Salvează răspunsul
practice-system.js	150	rezolvata`	rezolvată`
practice-system.js	273	'Practica completa'	'Practică completă'
practice-system.js	350	Practica Completa!	Practică Completă!
practice-system.js	351	din aceasta lectie.	din această lecție.
practice-system.js	470	'Spatiul de stocare	'Spațiul de stocare
proficiency-system.js	26	'Concepte de baza, sarcini simple'	'Concepte de bază, sarcini simple'
proficiency-system.js	42	label: 'Performanta'	label: 'Performanță'
proficiency-system.js	44	'Provocari, transfer, aplicatii complexe'	'Provocări, transfer, aplicații complexe'
proficiency-system.js	339	Alege nivelul tau:	Alege nivelul tău:
progress.js	64	'Spatiul de stocare	'Spațiul de stocare
quiz-engine.js	255	Nu sunt intrebari disponibile.	Nu sunt întrebări disponibile.
quiz-engine.js	302	Scrie raspunsul aici...	Scrie răspunsul aici...
quiz-engine.js	313	Trage elementele in ordinea corecta:	Trage elementele în ordinea corectă:
quiz-engine.js	327	Scrie raspunsul tau...	Scrie răspunsul tău...
quiz-engine.js	480	'Felicitari! Ai trecut testul.'	'Felicitări! Ai trecut testul.'
quiz-engine.js	480	'Mai exerseaza si incearca din nou.'	'Mai exersează și încearcă din nou.'
quiz.js	146	Continua	Continuă
quiz.js	155	cel putin	cel puțin
quiz.js	155	raspunsuri corecte.	răspunsuri corecte.
quiz.js	158	Vreau sa revad lectia	Vreau să revăd lecția
quiz.js	161	Incearca din nou	Încearcă din nou
quiz.js	164	Iesire la modul	Ieșire la modul
rpg-system.js	36	'Incepator'	'Începător'
rpg-system.js	39	'Invatacel'	'Învățăcel'
rpg-system.js	45	'Legenda'	'Legendă'
rpg-system.js	53	'Ai completat prima lectie!'	'Ai completat prima lecție!'
rpg-system.js	60	'Ai completat 5 lectii'	'Ai completat 5 lecții'
rpg-system.js	67	'Ai completat 10 lectii'	'Ai completat 10 lecții'
rpg-system.js	74	'Ai terminat un modul intreg!'	'Ai terminat un modul întreg!'
rpg-system.js	88	'3 zile consecutive de invatare'	'3 zile consecutive de învățare'
rpg-system.js	94	'Saptamana Perfecta'	'Săptămâna Perfectă'
rpg-system.js	102	'Ai incercat toate cele 3 track-uri'	'Ai încercat toate cele 3 track-uri'
rpg-system.js	108	'Bufnita'	'Bufnița'
rpg-system.js	109	'Ai invatat dupa ora 21:00'	'Ai învățat după ora 21:00'
rpg-system.js	116	'Ai invatat inainte de ora 8:00'	'Ai învățat înainte de ora 8:00'
rpg-system.js	123	'Prima lectie de C++'	'Prima lecție de C++'
rpg-system.js	130	'Prima lectie de HTML'	'Prima lecție de HTML'
rpg-system.js	137	'Prima lectie de Scratch'	'Prima lecție de Scratch'
rpg-system.js	145	'Prima problema de practica rezolvata'	'Prima problemă de practică rezolvată'
rpg-system.js	152	'Ai completat practica pentru 10 lectii'	'Ai completat practica pentru 10 lecții'
rpg-system.js	263	'Spatiul de stocare	'Spațiul de stocare
rpg-system.js	425	'Lectie completata!'	'Lecție completată!'
rpg-system.js	581	Felicitari! Continua tot asa!	Felicitări! Continuă tot așa!
rpg-system.js	582	>Multumesc!<	>Mulțumesc!<
rpg-system.js	614	'Mai incet'	'Mai încet'
rpg-system.js	647	>Schimba<	>Schimbă<
rpg-system.js	669	>Lectii<	>Lecții<
rpg-system.js	701	🐢 Mai incet	🐢 Mai încet
rpg-system.js	1235	'Sigur vrei sa stergi progresul RPG? Aceasta actiune nu poate fi anulata.'	'Sigur vrei să ștergi progresul RPG? Această acțiune nu poate fi anulată.'
user-system.js	60	'Scoala de maistri, anul I', short: 'Maistri I', group: 'Maistri si postliceal'	'Școala de maiștri, anul I', short: 'Maiștri I', group: 'Maiștri și postliceal'
user-system.js	61	group: 'Maistri si postliceal'	group: 'Maiștri și postliceal'
user-system.js	62	group: 'Maistri si postliceal'	group: 'Maiștri și postliceal'
user-system.js	82	'Matematica-informatica'	'Matematică-informatică'
user-system.js	83	'Stiintele naturii'	'Științele naturii'
user-system.js	187	'Spatiul de stocare este plin! Sterge unele	'Spațiul de stocare este plin! Șterge unele
user-system.js	289	'Spatiul de stocare este plin! Sterge unele	'Spațiul de stocare este plin! Șterge unele
user-system.js	413	'Esti sigur ca vrei sa stergi acest profil?	'Ești sigur că vrei să ștergi acest profil?
user-system.js	466	'Nu poti reseta progresul fara un profil!'	'Nu poți reseta progresul fără un profil!'
user-system.js	475	'Esti sigur ca vrei sa stergi TOT progresul?\nAceasta actiune nu poate fi anulata!'	'Ești sigur că vrei să ștergi TOT progresul?\nAceastă acțiune nu poate fi anulată!'
user-system.js	581	Pentru a-ti salva progresul, selecteaza sau creeaza un profil.	Pentru a-ți salva progresul, selectează sau creează un profil.
user-system.js	595	sau creeaza unul nou	sau creează unul nou
user-system.js	599	"Numele tau (ex: Maria)"	"Numele tău (ex: Maria)"
user-system.js	612	>Creeaza profil<	>Creează profil<
user-system.js	615	>Continua fara profil<	>Continuă fără profil<
user-system.js	693	'⚠️ Fara profil, progresul NU se salveaza!	'⚠️ Fără profil, progresul NU se salvează!
user-system.js	694	'Daca inchizi browserul, vei pierde tot ce ai invatat.	'Dacă închizi browserul, vei pierde tot ce ai învățat.
user-system.js	695	'Sigur vrei sa continui fara profil?'	'Sigur vrei să continui fără profil?'
user-system.js	717	Reseteaza Progresul	Resetează Progresul
user-system.js	718	Alege ce vrei sa resetezi:	Alege ce vrei să resetezi:
user-system.js	724	toate lectiile	toate lecțiile
user-system.js	731	Doar XP si nivel	Doar XP și nivel
user-system.js	732	Pastreaza lectiile completate	Păstrează lecțiile completate
user-system.js	740	Pastreaza XP si progresul	Păstrează XP și progresul
user-system.js	747	Doar lectiile	Doar lecțiile
user-system.js	748	Pastreaza XP si achievements	Păstrează XP și achievements
user-system.js	752	>Anuleaza<	>Anulează<
user-system.js	824	Schimba profilul	Schimbă profilul
user-system.js	826	Reseteaza progresul	Resetează progresul
user-system.js	828	Sterge profilul	Șterge profilul
