file,ex_index,level,overlap_pct,overlap_reverse_pct,best_match_other_idx,best_match_other_overlap_pct,shuffled_signal,verdict,touched_by_21b141a,folder,statement_start,solution_start
content/liceu/artistic/cls10/m3-editare-imagine/lectia3-export-pregatire.html,2,standard,27.0,27.8,3,10.8,False,ok,False,liceu/artistic,"Exercitiul 2 (Nivel standard) - Calcul necesar de pixeli pentru print Vrei sa tiparesti o lucrare pe un format A3 (29,7 ","a) Latime: 29,7 cm / 2,54 = 11,69 inch; 11,69 x 300 = 3508 px . Inaltime: 42 cm / 2,54 = 16,54 inch; 16,54 x 300 = 4961 "
content/liceu/artistic/cls10/m3-editare-imagine/lectia3-export-pregatire.html,3,performanta,20.0,23.9,1,10.9,False,ok,False,liceu/artistic,"Exercitiul 3 (Nivel performanta) - Plan de export pentru un portofoliu dublu Esti artist vizual si pregatesti lucrarea """,Nu iti dam planul gata facut - construieste-l urmand fluxul din atomul 6 al lectiei: Sursa: alege rezolutia de fotografi
content/liceu/artistic/cls11/m1-grafica-vectoriala/lectia1-cai-forme.html,1,minim,25.0,44.4,2,2.1,False,ok,False,liceu/artistic,"Exercitiul 1 (Nivel minim) — Identificare formate Ai urmatoarele fisiere: logo_muzeu.svg , fotografie_expozitie.jpg , sc","Clasificare: logo_muzeu.svg — vectorial (SVG descrie forma prin ecuatii matematice, nu prin pixeli). fotografie_expoziti"
content/liceu/artistic/cls11/m1-grafica-vectoriala/lectia1-cai-forme.html,2,standard,28.1,37.2,3,5.3,False,ok,False,liceu/artistic,Exercitiul 2 (Nivel standard) — Prima ilustratie in Inkscape Deschide Inkscape si creeaza un document nou (A4 landscape),"Pas cu pas (document A4 landscape, File > New apoi Document Properties): Soarele: instrumentul Elipsa (tasta E) , tinand"
content/liceu/artistic/cls11/m1-grafica-vectoriala/lectia1-cai-forme.html,3,performanta,17.0,44.7,2,6.0,False,ok,False,liceu/artistic,"Exercitiul 3 (Nivel performanta) — Cale Bezier libera In Inkscape, folosind instrumentul Pen/Bezier (B), traseaza contur",Schita de rezolvare (nu produsul finit): Alege obiectul (ex. un tub de vopsea) si observa-i conturul real: unde e drept 
content/liceu/artistic/cls11/m1-grafica-vectoriala/lectia2-text-compozitie.html,1,minim,49.2,70.5,2,12.7,False,ok,False,liceu/artistic,"Exercitiul 1 (Nivel minim) — Titlu vectorial aliniat In Inkscape, creeaza un document A4 vertical. Inserezi un titlu tex","Rezolvare pas cu pas: File > Document Properties (Ctrl+Shift+D): A4, orientare Portrait (vertical). Apesi tasta T , un s"
content/liceu/artistic/cls11/m1-grafica-vectoriala/lectia2-text-compozitie.html,2,standard,27.4,35.4,1,17.7,False,ok,False,liceu/artistic,Exercitiul 2 (Nivel standard) — Mini-afis cu straturi si tipografie Creeaza un afis A5 (148 x 210 mm) pentru un evenimen,"Rezolvare, punct cu punct: Document: File > Document Properties, latime 148 mm, inaltime 210 mm (A5). (a) Straturi: Laye"
content/liceu/artistic/cls11/m1-grafica-vectoriala/lectia2-text-compozitie.html,3,performanta,26.5,52.6,2,8.8,False,ok,False,liceu/artistic,Exercitiul 3 (Nivel performanta) — Text pe traiectorie si compozitie avansata Creeaza un logo circular pentru un atelier,"Schita de rezolvare (nu produsul gata facut): Straturi: creezi 4, de jos in sus: Cerc-cale / Text-cerc / Simbol / Subtit"
content/liceu/artistic/cls11/m1-grafica-vectoriala/lectia3-logo-afis.html,1,minim,17.6,26.7,3,7.4,False,ok,False,liceu/artistic,"Exercitiul 1 (Nivel minim) — Brief si schita Alege un eveniment artistic real sau imaginar (expozitie, concert, spectaco","Exemplu de brief complet, pentru evenimentul ""Vernisaj de pictura - Culori de toamna"": Titlu: Vernisaj de pictura ""Culor"
content/liceu/artistic/cls11/m1-grafica-vectoriala/lectia3-logo-afis.html,2,standard,31.5,45.9,1,13.0,False,ok,False,liceu/artistic,"Exercitiul 2 (Nivel standard) — Logo in Inkscape Pornind de la brief-ul realizat la Exercitiul 1, construieste logo-ul i","Pas cu pas, pornind de la brief-ul din Exercitiul 1: File > New (Ctrl+N), apoi File > Document Properties (Ctrl+Shift+D)"
content/liceu/artistic/cls11/m1-grafica-vectoriala/lectia3-logo-afis.html,3,performanta,24.7,43.5,1,6.2,False,ok,False,liceu/artistic,"Exercitiul 3 (Nivel performanta) — Afis complet A3 Realizeaza afisul complet in Inkscape, format A3 (297 x 420 mm), cu t",Nu iti dau afisul gata facut - urmeaza structura si evita capcanele: Document nou A3 (File > Document Properties: 297x42
content/liceu/artistic/cls11/m2-prezentari-multimedia/lectia1-prezentare-eficienta.html,1,minim,30.8,50.0,3,15.4,False,ok,False,liceu/artistic,Exercitiul 1 (Nivel minim) - Analiza critica Deschide o prezentare existenta (a ta sau una gasita online) si identifica ,"Model de tabel de analiza (aplica-l pe prezentarea ta, gasesti minim 3 exemple similare): Greseala: font prea mic (14 pt"
content/liceu/artistic/cls11/m2-prezentari-multimedia/lectia1-prezentare-eficienta.html,2,standard,29.8,50.0,1,10.5,False,ok,False,liceu/artistic,Exercitiul 2 (Nivel standard) - Portofoliu artistic Creeaza o prezentare de 6–8 slide-uri in care prezinti 3 lucrari de ,"Structura de 8 slide-uri (model): Slide 1 - Titlu: numele tau, titlul portofoliului, data. Slide 2 - Cuprins: cele 3 luc"
content/liceu/artistic/cls11/m2-prezentari-multimedia/lectia1-prezentare-eficienta.html,3,performanta,11.0,24.2,2,16.4,True,suspect,False,liceu/artistic,"Exercitiul 3 (Nivel performanta) - Redesign argumentat Primesti o prezentare cu greseli intentionate (prea mult text, co","Schita de rezolvare (nu produsul finit): Inventariaza greselile din prezentarea primita, pe atomul 6: wall of text, font"
content/liceu/artistic/cls11/m2-prezentari-multimedia/lectia2-audio-video.html,1,minim,19.6,34.4,2,8.9,False,ok,False,liceu/artistic,Exercitiul 1 (Nivel minim) — Identificare si clasificare Deschide aplicatia Camera de pe telefon si gaseste optiunile de,"Rezultat model (valorile exacte depind de telefonul tau, dar acesta e formatul de raspuns): Deschide Camera > Setari (ic"
content/liceu/artistic/cls11/m2-prezentari-multimedia/lectia2-audio-video.html,2,standard,38.8,51.0,3,6.0,False,ok,False,liceu/artistic,Exercitiul 2 (Nivel standard) — Mini-montaj de portofoliu Filmeaza sau colecteaza 3–5 clipuri scurte (10–30 secunde fiec,"Pasii de urmat, in ordine (flux CapCut, similar in iMovie): Filmeaza sau aduna 3-5 clipuri (10-30 secunde fiecare) cu lu"
content/liceu/artistic/cls11/m2-prezentari-multimedia/lectia2-audio-video.html,3,performanta,21.9,34.8,2,11.0,False,ok,False,liceu/artistic,Exercitiul 3 (Nivel performanta) — Documentar scurt de arta Creeaza un videoclip de 1–2 minute care prezinta un artist s,Schita de rezolvare (nu produsul finit) - structura de urmat pas cu pas: Storyboard (minim 5 cadre): descrie in scris fi
content/liceu/artistic/cls11/m3-web-portofoliu/lectia1-html-css-baza.html,1,minim,30.6,39.3,2,19.4,False,ok,False,liceu/artistic,"Exercitiul 1 (Nivel minim) - Identifica etichetele Pornind de la structura HTML minima din Atomul 2, identifica si notea","Raspunsuri (Atomul 2): (a) Eticheta <title> , aflata in <head> . Textul dintre <title> si </title> apare in tab-ul brows"
content/liceu/artistic/cls11/m3-web-portofoliu/lectia1-html-css-baza.html,2,standard,36.4,51.3,3,14.5,False,ok,False,liceu/artistic,"Exercitiul 2 (Nivel standard) - Construieste structura portofoliului Scrie codul HTML complet (cu DOCTYPE, head si body)","Cod HTML complet pentru portofoliu.html: <!DOCTYPE html><html lang=""ro""><head><meta charset=""utf-8""><title>Portofoliu Ma"
content/liceu/artistic/cls11/m3-web-portofoliu/lectia1-html-css-baza.html,3,performanta,23.3,42.6,1,3.5,False,ok,False,liceu/artistic,Exercitiul 3 (Nivel performanta) - Stilizare cu tema artistica Creeaza fisierul stil.css pentru portofoliul de la Exerci,"Schita de rezolvare pentru stil.css (structura, nu textul finit): Fonturi: pe selectorul h1, h2 pui font-family cu o val"
content/liceu/artistic/cls11/m3-web-portofoliu/lectia2-portofoliu-online.html,1,minim,27.5,40.7,2,5.0,False,ok,False,liceu/artistic,Exercitiul 1 (Nivel minim) - Galerie de 4 lucrari Creeaza un fisier HTML cu o galerie de 4 lucrari fictive folosind <fig,"Rezolvare pas cu pas (vezi Atomul 1 din lectie): Fisier nou galerie.html cu structura minima (DOCTYPE, head cu meta char"
content/liceu/artistic/cls11/m3-web-portofoliu/lectia2-portofoliu-online.html,2,standard,28.0,41.2,1,10.0,False,ok,False,liceu/artistic,Exercitiul 2 (Nivel standard) - Pagina completa cu Grid si Flexbox Construieste pagina completa de portofoliu: (a) secti,"Rezolvare pe cele 3 subpuncte (Atomii 2, 4, 5): (a) Galerie Grid: <section class=""galerie""><div class=""grid-galerie""> cu"
content/liceu/artistic/cls11/m3-web-portofoliu/lectia2-portofoliu-online.html,3,performanta,17.2,34.1,2,9.2,False,ok,False,liceu/artistic,Exercitiul 3 (Nivel performanta) - Pagina rafinata cu tema personala Pornind de la pagina din Exercitiul 2: (a) alege o ,Schita de rezolvare (nu rezolvarea gata facuta): (a) Paleta: alege 3 culori hex legate de tehnica ta (ex. acuarela: alba
content/liceu/artistic/cls12/proba-d/d1-calculator-fisiere/index.html,1,minim,30.0,57.7,2,14.0,False,ok,False,liceu/artistic,Exercitiul 1 (Nivel minim) — Clasifica extensiile Clasifica urmatoarele extensii de fisier in patru categorii — Partitur,"Cele patru categorii, cu cate un exemplu concret din viata unui artist: Partitura/notatie: .pdf (partitura scanata trimi"
content/liceu/artistic/cls12/proba-d/d1-calculator-fisiere/index.html,2,standard,43.4,43.4,1,1.9,False,ok,False,liceu/artistic,Exercitiul 2 (Nivel standard) — Organizeaza biblioteca dezorganizata Ai urmatoarele fisiere salvate dezorganizat pe Desk,Structura pe 4 niveluri (fiecare folder creat cu Ctrl+Shift+N ): C:\Biblioteca\Partituri\Romantic\Chopin\ — aici merg sc
content/liceu/artistic/cls12/proba-d/d1-calculator-fisiere/index.html,3,performanta,22.5,29.1,2,1.4,False,ok,False,liceu/artistic,Exercitiul 3 (Nivel performanta) — Cat de mare e fisierul si cum il trimiti? Inregistrezi pentru profesorul tau o repeti,Nu repet numarul deja verificabil in indiciul exercitiului — urmareste doar ordinea corecta a pasilor si capcanele: Apli
content/liceu/artistic/cls12/proba-d/d2-procesare-text/index.html,1,minim,37.0,51.3,3,14.8,False,ok,False,liceu/artistic,"Exercitiul 1 (Nivel minim) — Formatare de baza Deschide un document nou in LibreOffice Writer (sau Word). Scrie titlul """,Deschizi documentul si scrii pe primul rand titlul Recital de vioara - Popescu Ion (inlocuiesti cu numele tau). Selectez
content/liceu/artistic/cls12/proba-d/d2-procesare-text/index.html,2,standard,62.2,49.1,1,8.9,False,ok,False,liceu/artistic,Exercitiul 2 (Nivel standard) — Programul de concert complet Continua documentul de la Exercitiul 1 (sau creeaza unul no,"Insereaza tabelul cu Table - Insert Table (Ctrl+F12): 3 coloane, 4 randuri . Rand 1 (antet): Piesa | Compozitor | Durata"
content/liceu/artistic/cls12/proba-d/d2-procesare-text/index.html,3,performanta,38.4,44.4,1,15.1,False,ok,False,liceu/artistic,"Exercitiul 3 (Nivel performanta) — Biografia de artist de o pagina Creeaza un document nou, de o singura pagina, cu o bi",Nu-ti dau biografia gata scrisa - o scrii tu. Ordinea de lucru si capcanele de evitat: Scrie intai continutul brut (titl
content/liceu/artistic/cls12/proba-d/d3-calcul-tabelar/index.html,1,minim,34.8,29.6,3,43.5,True,suspect,False,liceu/artistic,Exercitiul 1 (Nivel minim) — Formule de baza pentru un vernisaj Organizezi vernisajul unei expozitii de pictura. Ai in c,"Formula: in celula B3 scrii =B1*B2 (adrese de celule, nu numere fixe scrise direct). Calcul manual: B1 = 15 lei (pret bi"
content/liceu/artistic/cls12/proba-d/d3-calcul-tabelar/index.html,2,standard,61.5,22.2,4,30.8,False,ok,False,liceu/artistic,"Exercitiul 2 (Nivel standard) — Cheltuielile unui recital, cu SUM, AVERAGE si IF Cheltuielile recitalului tau de pian su",(a) C7 (total cheltuieli): =SUM(C2:C6) = 300+80+60+250+110 = 800 lei . (b) C8 (cheltuiala medie): =AVERAGE(C2:C6) = 800/
content/liceu/artistic/cls12/proba-d/d3-calcul-tabelar/index.html,3,performanta,31.7,28.6,1,11.1,False,ok,False,liceu/artistic,Exercitiul 3 (Nivel performanta) — Pragul de rentabilitate cu referinta absoluta Organizezi un spectacol de teatru scola,"Schita de rezolvare (nivel performanta) — structura, nu rezultatul de-a gata: (a) F2: =D2*$E$1 — $ blocheaza E1 la copie"
content/liceu/artistic/cls12/proba-d/d3-calcul-tabelar/index.html,4,standard,40.0,37.0,2,10.0,False,ok,False,liceu/artistic,"Exercitiul 4 (Nivel standard) — Sortare, filtrare si diagrama pentru un festival de teatru scolar Ai un tabel cu 6 chelt",(a) Sortare descrescatoare: selectezi tot tabelul A1:B7 (inclusiv titlurile) -> Date -> Sortare -> alegi coloana cu suma
content/liceu/artistic/cls12/proba-d/d4-prezentari/index.html,1,minim,45.7,47.7,3,17.4,False,ok,False,liceu/artistic,Exercitiul 1 (Nivel minim) — Alegerea machetei potrivite Prezinti despre vioara ta si trebuie sa plasezi urmatoarele tre,"Alegerea machetei pentru cele 3 diapozitive: Diapozitivul 1 (titlu, nume, data): macheta Title Slide — are exact doua ca"
content/liceu/artistic/cls12/proba-d/d4-prezentari/index.html,2,standard,46.7,31.1,3,30.0,False,ok,False,liceu/artistic,"Exercitiul 2 (Nivel standard) — Taierea unui fragment audio (calcul invers) Ai o alta inregistrare audio, cu durata tota","Calcul: fragmentul se termina la 2:50 (170 secunde) si trebuie sa dureze 40 de secunde, deci inceputul este 170 − 40 = 1"
content/liceu/artistic/cls12/proba-d/d4-prezentari/index.html,3,performanta,29.5,30.7,1,6.4,False,ok,False,liceu/artistic,Exercitiul 3 (Nivel performanta) — Planul complet al prezentarii de 5 minute Trebuie sa construiesti o prezentare despre,"a) Calcul: 300 secunde ÷ 9 diapozitive = 33,3 secunde, deci in medie 33 de secunde pe diapozitiv (rotunjit). Schita pent"
content/liceu/artistic/cls12/proba-d/d5-internet-comunicare/index.html,1,minim,30.6,40.5,3,6.1,False,ok,False,liceu/artistic,"Exercitiul 1 (Nivel minim) — Recunoasterea unei tentative de phishing Primesti un email cu subiectul ""URGENT: contul tau",Cel putin 4 semne de phishing: Adresa expeditorului nu e domeniul oficial: noreply@spotify-account-verify.com in loc de 
content/liceu/artistic/cls12/proba-d/d5-internet-comunicare/index.html,2,standard,39.2,30.8,3,2.0,False,ok,False,liceu/artistic,Exercitiul 2 (Nivel standard) — Cine detine drepturile? Esti elev la liceul de arte si vrei sa incarci pe canalul tau de,"a) Nu ai nevoie de nicio permisiune: compozitia (Sonata Lunii) e in domeniul public (Beethoven a murit in 1827, protecti"
content/liceu/artistic/cls12/proba-d/d5-internet-comunicare/index.html,3,performanta,35.4,36.5,1,4.6,False,ok,False,liceu/artistic,Exercitiul 3 (Nivel performanta) — Email profesional si calcul de incarcare Esti solist(a) la liceul de arte si trebuie ,"a) WAV e necomprimat, deci fisierul de 63 MB depaseste limita Gmail de 25 MB. Doua solutii: converteste fisierul in MP3 "
content/liceu/artistic/cls12/proba-d/d6-editare-imagini/index.html,1,minim,20.8,22.7,3,14.6,False,ok,False,liceu/artistic,Exercitiul 1 (Nivel minim) — De la poza landscape la coperta patrata Ai o fotografie de 4000 x 3000 pixeli (facuta cu te,"Pasul 1 - decuparea: aleg din Toolbox Crop Tool (scurtatura Shift+C ). In Tool Options, la campul Fixed , aleg Aspect ra"
content/liceu/artistic/cls12/proba-d/d6-editare-imagini/index.html,2,standard,40.5,38.6,1,9.5,False,ok,False,liceu/artistic,Exercitiul 2 (Nivel standard) — Afisul de concert cu 3 straturi Construiesti afisul de concert in GIMP cu 3 straturi: un,"(a) De sus in jos, in panoul Layers: Text , apoi Banda , apoi Fundal . Primul strat din lista se vede deasupra celorlalt"
content/liceu/artistic/cls12/proba-d/d6-editare-imagini/index.html,3,performanta,34.7,36.8,1,4.2,False,ok,False,liceu/artistic,Exercitiul 3 (Nivel performanta) — Calculul de tipar si alegerea formatului de export Trebuie sa tiparesti afisul de con,"(a) Schema de calcul, ca la Atom 3: latimea 29,7 cm si inaltimea 42 cm se impart fiecare la 2,54 ca sa obtii inch, pastr"
content/liceu/artistic/cls12/proba-d/d7-simulare/index.html,1,minim,78.6,50.0,3,21.4,False,ok,False,liceu/artistic,"Exercitiul 1 (Nivel minim) — Recunoasterea formatului corect Pentru fiecare cerinta de mai jos, scrie ce extensie de fis",Fiecare cerinta arata ce extensie de fisier trebuie produsa si cu ce program: a) Arhiva unui folder -> extensia .zip ; s
content/liceu/artistic/cls12/proba-d/d7-simulare/index.html,2,standard,28.0,14.0,1,4.0,False,ok,False,liceu/artistic,Exercitiul 2 (Nivel standard) — Cerinta de calcul tabelar completa Ai in LibreOffice Calc un tabel cu bugetul unei expoz,"Calculul pas cu pas, cu formulele exacte: B6 (total cheltuieli) = =SUM(B2:B5) = 500+320+150+380 = 1350 lei. B7 (diferent"
content/liceu/artistic/cls12/proba-d/d7-simulare/index.html,3,performanta,56.1,38.1,1,13.6,False,ok,False,liceu/artistic,Exercitiul 3 (Nivel performanta) — Simulare cronometrata pe doua competente Aloca-ti 40 de minute (25 pentru prima cerin,"Nu exista un raspuns unic (continutul e la alegerea ta), dar respecta aceasta ordine si aceste criterii: Cerinta A (Writ"
content/liceu/artistic/cls12/proiecte/p2-expo-virtuala/index.html,1,minim,51.3,52.6,2,15.4,False,ok,False,liceu/artistic,"Exercitiul 1 (Nivel minim) — Aplica conventia de denumire Iata numele a 5 colegi din clasa, asa cum le-au scris ei intr-","Aplic conventia de la Atomul 2: litere mici, fara diacritice, spatiul devine cratima, extensia .html . ""Radu Stefanescu"""
